cpd_id	Pathway	Description
C01245	4971	Gastric acid secretion
C01245	4972	Pancreatic secretion
C01245	5010	Alzheimer disease
C01245	5012	Parkinson disease
C01245	5016	Huntington disease
C01245	5017	Spinocerebellar ataxia
C01245	5022	Pathways of neurodegeneration - multiple diseases
C01245	5110	Vibrio cholerae infection
C01245	5131	Shigellosis
C01245	5135	Yersinia infection
C01245	5142	Chagas disease
C01245	5143	African trypanosomiasis
C01245	5146	Amoebiasis
C01245	5163	Human cytomegalovirus infection
C01245	5167	Kaposi sarcoma-associated herpesvirus infection
C01245	5169	Epstein-Barr virus infection
C01245	5170	Human immunodeficiency virus 1 infection
C01245	5200	Pathways in cancer
C01245	5214	Glioma
C01245	5223	Non-small cell lung cancer
C01245	5225	Hepatocellular carcinoma
C01245	5235	PD-L1 expression and PD-1 checkpoint pathway in cancer
C01245	5417	Lipid and atherosclerosis
C01246	510	N-Glycan biosynthesis
C01246	1100	Metabolic pathways
C01249	380	Tryptophan metabolism
C01250	220	Arginine biosynthesis
C01250	330	Arginine and proline metabolism
C01250	1100	Metabolic pathways
C01250	1110	Biosynthesis of secondary metabolites
C01250	1210	2-Oxocarboxylic acid metabolism
C01250	1230	Biosynthesis of amino acids
C01251	300	Lysine biosynthesis
C01251	620	Pyruvate metabolism
C01251	1100	Metabolic pathways
C01251	1110	Biosynthesis of secondary metabolites
C01251	1120	Microbial metabolism in diverse environments
C01251	1210	2-Oxocarboxylic acid metabolism
C01251	1230	Biosynthesis of amino acids
C01251	1240	Biosynthesis of cofactors
C01252	380	Tryptophan metabolism
C01252	1100	Metabolic pathways
C01255	930	Caprolactam degradation
C01255	1120	Microbial metabolism in diverse environments
C01259	310	Lysine degradation
C01259	1100	Metabolic pathways
C01260	230	Purine metabolism
C01260	1100	Metabolic pathways
C01261	230	Purine metabolism
C01261	1100	Metabolic pathways
C01262	340	Histidine metabolism
C01262	410	beta-Alanine metabolism
C01262	1100	Metabolic pathways
C01263	943	Isoflavonoid biosynthesis
C01263	1110	Biosynthesis of secondary metabolites
C01264	565	Ether lipid metabolism
C01264	1100	Metabolic pathways
C01265	944	Flavone and flavonol biosynthesis
C01265	1110	Biosynthesis of secondary metabolites
C01267	340	Histidine metabolism
C01267	1100	Metabolic pathways
C01267	1110	Biosynthesis of secondary metabolites
C01267	1230	Biosynthesis of amino acids
C01268	740	Riboflavin metabolism
C01268	1100	Metabolic pathways
C01268	1110	Biosynthesis of secondary metabolites
C01268	1240	Biosynthesis of cofactors
C01269	400	"Phenylalanine, tyrosine and tryptophan biosynthesis"
C01269	1100	Metabolic pathways
C01269	1110	Biosynthesis of secondary metabolites
C01269	1230	Biosynthesis of amino acids
C01270	750	Vitamin B6 metabolism
C01270	1120	Microbial metabolism in diverse environments
C01271	61	Fatty acid biosynthesis
C01271	1100	Metabolic pathways
C01272	562	Inositol phosphate metabolism
C01272	1100	Metabolic pathways
C01272	4070	Phosphatidylinositol signaling system
C01273	621	Dioxin degradation
C01273	1100	Metabolic pathways
C01273	1120	Microbial metabolism in diverse environments
C01273	1220	Degradation of aromatic compounds
C01274	680	Methane metabolism
C01274	1100	Metabolic pathways
C01274	1120	Microbial metabolism in diverse environments
C01274	1200	Carbon metabolism
C01277	562	Inositol phosphate metabolism
C01277	1100	Metabolic pathways
C01277	4070	Phosphatidylinositol signaling system
C01277	5134	Legionellosis
C01278	362	Benzoate degradation
C01278	1100	Metabolic pathways
C01278	1120	Microbial metabolism in diverse environments
C01278	1220	Degradation of aromatic compounds
C01279	730	Thiamine metabolism
C01279	1100	Metabolic pathways
C01279	1240	Biosynthesis of cofactors
C01279	2010	ABC transporters
C01283	521	Streptomycin biosynthesis
C01283	1110	Biosynthesis of secondary metabolites
C01284	562	Inositol phosphate metabolism
C01284	1100	Metabolic pathways
C01284	4070	Phosphatidylinositol signaling system
C01286	52	Galactose metabolism
C01286	1100	Metabolic pathways
C01289	552	Teichoic acid biosynthesis
C01290	600	Sphingolipid metabolism
C01290	601	Glycosphingolipid biosynthesis - lacto and neolacto series
C01290	603	Glycosphingolipid biosynthesis - globo and isoglobo series
C01290	604	Glycosphingolipid biosynthesis - ganglio series
C01290	1100	Metabolic pathways
C01291	907	"Pinene, camphor and geraniol degradation"
C01291	1120	Microbial metabolism in diverse environments
C01294	521	Streptomycin biosynthesis
C01294	1110	Biosynthesis of secondary metabolites
C01297	760	Nicotinate and nicotinamide metabolism
C01297	1100	Metabolic pathways
C01297	1120	Microbial metabolism in diverse environments
C01298	521	Streptomycin biosynthesis
C01298	1110	Biosynthesis of secondary metabolites
C01300	790	Folate biosynthesis
C01300	1100	Metabolic pathways
C01300	1240	Biosynthesis of cofactors
C01301	120	Primary bile acid biosynthesis
C01301	1100	Metabolic pathways
C01302	400	"Phenylalanine, tyrosine and tryptophan biosynthesis"
C01302	1100	Metabolic pathways
C01302	1110	Biosynthesis of secondary metabolites
C01302	1230	Biosynthesis of amino acids
C01304	740	Riboflavin metabolism
C01304	790	Folate biosynthesis
C01304	1100	Metabolic pathways
C01304	1110	Biosynthesis of secondary metabolites
C01304	1240	Biosynthesis of cofactors
C01306	512	Mucin type O-glycan biosynthesis
C01306	1100	Metabolic pathways
C01312	590	Arachidonic acid metabolism
C01312	1100	Metabolic pathways
C01312	4024	cAMP signaling pathway
C01312	4080	Neuroactive ligand-receptor interaction
C01312	4270	Vascular smooth muscle contraction
C01312	4370	VEGF signaling pathway
C01312	4611	Platelet activation
C01319	5010	Alzheimer disease
C01322	480	Glutathione metabolism
C01326	460	Cyanoamino acid metabolism
C01326	1100	Metabolic pathways
C01326	1110	Biosynthesis of secondary metabolites
C01327	4742	Taste transduction
C01327	4974	Protein digestion and absorption
C01330	2010	ABC transporters
C01330	4020	Calcium signaling pathway
C01330	4024	cAMP signaling pathway
C01330	4260	Cardiac muscle contraction
C01330	4261	Adrenergic signaling in cardiomyocytes
C01330	4371	Apelin signaling pathway
C01330	4713	Circadian entrainment
C01330	4720	Long-term potentiation
C01330	4723	Retrograde endocannabinoid signaling
C01330	4724	Glutamatergic synapse
C01330	4725	Cholinergic synapse
C01330	4726	Serotonergic synapse
C01330	4728	Dopaminergic synapse
C01330	4730	Long-term depression
C01330	4740	Olfactory transduction
C01330	4742	Taste transduction
C01330	4744	Phototransduction
C01330	4745	Phototransduction - fly
C01330	4750	Inflammatory mediator regulation of TRP channels
C01330	4911	Insulin secretion
C01330	4918	Thyroid hormone synthesis
C01330	4919	Thyroid hormone signaling pathway
C01330	4925	Aldosterone synthesis and secretion
C01330	4928	"Parathyroid hormone synthesis, secretion and action"
C01330	4929	GnRH secretion
C01330	4960	Aldosterone-regulated sodium reabsorption
C01330	4961	Endocrine and other factor-regulated calcium reabsorption
C01330	4964	Proximal tubule bicarbonate reclamation
C01330	4970	Salivary secretion
C01330	4971	Gastric acid secretion
C01330	4972	Pancreatic secretion
C01330	4973	Carbohydrate digestion and absorption
C01330	4974	Protein digestion and absorption
C01330	4976	Bile secretion
C01330	4977	Vitamin digestion and absorption
C01330	4978	Mineral absorption
C01330	5016	Huntington disease
C01330	5017	Spinocerebellar ataxia
C01330	5022	Pathways of neurodegeneration - multiple diseases
C01330	5031	Amphetamine addiction
C01330	5033	Nicotine addiction
C01330	5110	Vibrio cholerae infection
C01330	5410	Hypertrophic cardiomyopathy
C01330	5412	Arrhythmogenic right ventricular cardiomyopathy
C01330	5414	Dilated cardiomyopathy
C01337	1232	Nucleotide metabolism
C01342	5120	Epithelial cell signaling in Helicobacter pylori infection
C01344	230	Purine metabolism
C01344	1232	Nucleotide metabolism
C01345	230	Purine metabolism
C01345	1232	Nucleotide metabolism
C01346	240	Pyrimidine metabolism
C01346	1100	Metabolic pathways
C01346	1232	Nucleotide metabolism
C01352	740	Riboflavin metabolism
C01352	1100	Metabolic pathways
C01352	1240	Biosynthesis of cofactors
C01352	4714	Thermogenesis
C01353	4964	Proximal tubule bicarbonate reclamation
C01353	4966	Collecting duct acid secretion
C01353	4970	Salivary secretion
C01353	4971	Gastric acid secretion
C01353	4972	Pancreatic secretion
C01353	4976	Bile secretion
C01355	51	Fructose and mannose metabolism
C01355	4973	Carbohydrate digestion and absorption
C01358	4964	Proximal tubule bicarbonate reclamation
C01367	230	Purine metabolism
C01367	1100	Metabolic pathways
C01368	240	Pyrimidine metabolism
C01368	1100	Metabolic pathways
C01371	71	Fatty acid degradation
C01371	73	"Cutin, suberine and wax biosynthesis"
C01371	1110	Biosynthesis of secondary metabolites
C01375	1052	Type I polyketide structures
C01378	941	Flavonoid biosynthesis
C01380	625	Chloroalkane and chloroalkene degradation
C01380	630	Glyoxylate and dicarboxylate metabolism
C01380	1100	Metabolic pathways
C01380	1120	Microbial metabolism in diverse environments
C01382	5320	Autoimmune thyroid disease
C01384	350	Tyrosine metabolism
C01384	650	Butanoate metabolism
C01384	760	Nicotinate and nicotinamide metabolism
C01384	1100	Metabolic pathways
C01384	1120	Microbial metabolism in diverse environments
C01390	740	Riboflavin metabolism
C01401	460	Cyanoamino acid metabolism
C01401	1100	Metabolic pathways
C01405	4976	Bile secretion
C01407	361	Chlorocyclohexane and chlorobenzene degradation
C01407	362	Benzoate degradation
C01407	1100	Metabolic pathways
C01407	1120	Microbial metabolism in diverse environments
C01407	1220	Degradation of aromatic compounds
C01407	5208	Chemical carcinogenesis - reactive oxygen species
C01412	650	Butanoate metabolism
C01412	1100	Metabolic pathways
C01412	1120	Microbial metabolism in diverse environments
C01413	5208	Chemical carcinogenesis - reactive oxygen species
C01414	904	Diterpenoid biosynthesis
C01414	1062	Biosynthesis of terpenoids and steroids
C01414	1100	Metabolic pathways
C01414	1110	Biosynthesis of secondary metabolites
C01416	960	"Tropane, piperidine and pyridine alkaloid biosynthesis"
C01416	1064	"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid"
C01416	1100	Metabolic pathways
C01416	1110	Biosynthesis of secondary metabolites
C01417	910	Nitrogen metabolism
C01417	1100	Metabolic pathways
C01417	2010	ABC transporters
C01419	480	Glutathione metabolism
C01419	1100	Metabolic pathways
C01424	627	Aminobenzoate degradation
C01424	999	Biosynthesis of various plant secondary metabolites
C01424	1061	Biosynthesis of phenylpropanoids
C01424	1120	Microbial metabolism in diverse environments
C01433	902	Monoterpenoid biosynthesis
C01433	1062	Biosynthesis of terpenoids and steroids
C01433	1100	Metabolic pathways
C01433	1110	Biosynthesis of secondary metabolites
C01438	440	Phosphonate and phosphinate metabolism
C01438	680	Methane metabolism
C01438	1100	Metabolic pathways
C01438	1120	Microbial metabolism in diverse environments
C01438	1200	Carbon metabolism
C01438	1220	Degradation of aromatic compounds
C01438	4974	Protein digestion and absorption
C01441	524	"Neomycin, kanamycin and gentamicin biosynthesis"
C01441	1110	Biosynthesis of secondary metabolites
C01443	4976	Bile secretion
C01444	230	Purine metabolism
C01444	1100	Metabolic pathways
C01444	1120	Microbial metabolism in diverse environments
C01450	73	"Cutin, suberine and wax biosynthesis"
C01450	1110	Biosynthesis of secondary metabolites
C01451	10	Glycolysis / Gluconeogenesis
C01451	1061	Biosynthesis of phenylpropanoids
C01451	2060	Phosphotransferase system (PTS)
C01451	4742	Taste transduction
C01452	2060	Phosphotransferase system (PTS)
C01454	622	Xylene degradation
C01454	1100	Metabolic pathways
C01454	1120	Microbial metabolism in diverse environments
C01454	1220	Degradation of aromatic compounds
C01455	623	Toluene degradation
C01455	1100	Metabolic pathways
C01455	1120	Microbial metabolism in diverse environments
C01455	1220	Degradation of aromatic compounds
C01456	960	"Tropane, piperidine and pyridine alkaloid biosynthesis"
C01456	1064	"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid"
C01456	1110	Biosynthesis of secondary metabolites
C01457	522	"Biosynthesis of 12-, 14- and 16-membered macrolides"
C01457	1052	Type I polyketide structures
C01457	1100	Metabolic pathways
C01457	1110	Biosynthesis of secondary metabolites
C01460	941	Flavonoid biosynthesis
C01460	944	Flavone and flavonol biosynthesis
C01467	623	Toluene degradation
C01467	1120	Microbial metabolism in diverse environments
C01467	1220	Degradation of aromatic compounds
C01468	623	Toluene degradation
C01468	633	Nitrotoluene degradation
C01468	1100	Metabolic pathways
C01468	1120	Microbial metabolism in diverse environments
C01468	1220	Degradation of aromatic compounds
C01468	4974	Protein digestion and absorption
C01470	944	Flavone and flavonol biosynthesis
C01471	982	Drug metabolism - cytochrome P450
C01471	5200	Pathways in cancer
C01471	5225	Hepatocellular carcinoma
C01477	941	Flavonoid biosynthesis
C01477	943	Isoflavonoid biosynthesis
C01477	944	Flavone and flavonol biosynthesis
C01477	946	Degradation of flavonoids
C01477	1061	Biosynthesis of phenylpropanoids
C01477	1100	Metabolic pathways
C01477	1110	Biosynthesis of secondary metabolites
C01479	960	"Tropane, piperidine and pyridine alkaloid biosynthesis"
C01479	1110	Biosynthesis of secondary metabolites
C01487	51	Fructose and mannose metabolism
C01487	1100	Metabolic pathways
C01487	1120	Microbial metabolism in diverse environments
C01487	2010	ABC transporters
C01490	532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
C01490	1100	Metabolic pathways
C01494	940	Phenylpropanoid biosynthesis
C01494	1061	Biosynthesis of phenylpropanoids
C01494	1100	Metabolic pathways
C01494	1110	Biosynthesis of secondary metabolites
C01495	1060	Biosynthesis of plant secondary metabolites
C01498	5146	Amoebiasis
C01499	907	"Pinene, camphor and geraniol degradation"
C01499	1062	Biosynthesis of terpenoids and steroids
C01499	1120	Microbial metabolism in diverse environments
C01500	902	Monoterpenoid biosynthesis
C01500	907	"Pinene, camphor and geraniol degradation"
C01500	1060	Biosynthesis of plant secondary metabolites
C01500	1062	Biosynthesis of terpenoids and steroids
C01500	1066	Biosynthesis of alkaloids derived from terpenoid and polyketide
C01500	1100	Metabolic pathways
C01500	1110	Biosynthesis of secondary metabolites
C01500	1120	Microbial metabolism in diverse environments
C01502	627	Aminobenzoate degradation
C01502	1120	Microbial metabolism in diverse environments
C01504	624	Polycyclic aromatic hydrocarbon degradation
C01504	1120	Microbial metabolism in diverse environments
C01508	40	Pentose and glucuronate interconversions
C01512	902	Monoterpenoid biosynthesis
C01512	1110	Biosynthesis of secondary metabolites
C01513	908	Zeatin biosynthesis
C01513	1110	Biosynthesis of secondary metabolites
C01514	941	Flavonoid biosynthesis
C01514	944	Flavone and flavonol biosynthesis
C01514	946	Degradation of flavonoids
C01514	1100	Metabolic pathways
C01514	1110	Biosynthesis of secondary metabolites
C01516	950	Isoquinoline alkaloid biosynthesis
C01516	982	Drug metabolism - cytochrome P450
C01516	1063	Biosynthesis of alkaloids derived from shikimate pathway
C01516	1100	Metabolic pathways
C01516	1110	Biosynthesis of secondary metabolites
C01516	4080	Neuroactive ligand-receptor interaction
C01527	999	Biosynthesis of various plant secondary metabolites
C01527	1061	Biosynthesis of phenylpropanoids
C01527	1110	Biosynthesis of secondary metabolites
C01528	450	Selenocompound metabolism
C01528	1100	Metabolic pathways
C01530	61	Fatty acid biosynthesis
C01530	1040	Biosynthesis of unsaturated fatty acids
C01530	1060	Biosynthesis of plant secondary metabolites
C01530	1100	Metabolic pathways
C01530	4745	Phototransduction - fly
C01533	940	Phenylpropanoid biosynthesis
C01540	1054	Nonribosomal peptide structures
C01542	623	Toluene degradation
C01542	1100	Metabolic pathways
C01542	1120	Microbial metabolism in diverse environments
C01542	1220	Degradation of aromatic compounds
C01546	365	Furfural degradation
C01546	1100	Metabolic pathways
C01546	1120	Microbial metabolism in diverse environments
C01548	625	Chloroalkane and chloroalkene degradation
C01548	1120	Microbial metabolism in diverse environments
C01555	524	"Neomycin, kanamycin and gentamicin biosynthesis"
C01557	999	Biosynthesis of various plant secondary metabolites
C01557	1061	Biosynthesis of phenylpropanoids
C01557	1110	Biosynthesis of secondary metabolites
C01558	4975	Fat digestion and absorption
C01558	4977	Vitamin digestion and absorption
C01561	100	Steroid biosynthesis
C01561	1100	Metabolic pathways
C01561	1110	Biosynthesis of secondary metabolites
C01561	4928	"Parathyroid hormone synthesis, secretion and action"
C01561	5152	Tuberculosis
C01562	943	Isoflavonoid biosynthesis
C01562	1110	Biosynthesis of secondary metabolites
C01563	240	Pyrimidine metabolism
C01563	910	Nitrogen metabolism
C01563	1100	Metabolic pathways
C01566	791	Atrazine degradation
C01566	1120	Microbial metabolism in diverse environments
C01571	61	Fatty acid biosynthesis
C01571	1100	Metabolic pathways
C01575	996	Biosynthesis of various alkaloids
C01575	1063	Biosynthesis of alkaloids derived from shikimate pathway
C01575	1100	Metabolic pathways
C01575	1110	Biosynthesis of secondary metabolites
C01576	4976	Bile secretion
C01594	460	Cyanoamino acid metabolism
C01594	1100	Metabolic pathways
C01594	1110	Biosynthesis of secondary metabolites
C01595	591	Linoleic acid metabolism
C01595	1040	Biosynthesis of unsaturated fatty acids
C01595	1060	Biosynthesis of plant secondary metabolites
C01595	1100	Metabolic pathways
C01596	760	Nicotinate and nicotinamide metabolism
C01596	1100	Metabolic pathways
C01596	1120	Microbial metabolism in diverse environments
C01598	380	Tryptophan metabolism
C01598	1100	Metabolic pathways
C01598	1110	Biosynthesis of secondary metabolites
C01598	4080	Neuroactive ligand-receptor interaction
C01598	4713	Circadian entrainment
C01604	941	Flavonoid biosynthesis
C01604	1110	Biosynthesis of secondary metabolites
C01606	624	Polycyclic aromatic hydrocarbon degradation
C01606	1100	Metabolic pathways
C01606	1120	Microbial metabolism in diverse environments
C01606	1220	Degradation of aromatic compounds
C01606	2010	ABC transporters
C01610	998	Biosynthesis of various antibiotics
C01610	1100	Metabolic pathways
C01610	1110	Biosynthesis of secondary metabolites
C01612	73	"Cutin, suberine and wax biosynthesis"
C01612	1110	Biosynthesis of secondary metabolites
C01613	52	Galactose metabolism
C01613	1100	Metabolic pathways
C01617	941	Flavonoid biosynthesis
C01617	946	Degradation of flavonoids
C01617	1061	Biosynthesis of phenylpropanoids
C01617	1100	Metabolic pathways
C01617	1110	Biosynthesis of secondary metabolites
C01620	53	Ascorbate and aldarate metabolism
C01620	1100	Metabolic pathways
C01623	520	Amino sugar and nucleotide sugar metabolism
C01623	1100	Metabolic pathways
C01623	1250	Biosynthesis of nucleotide sugars
C01626	901	Indole alkaloid biosynthesis
C01626	1063	Biosynthesis of alkaloids derived from shikimate pathway
C01626	1100	Metabolic pathways
C01626	1110	Biosynthesis of secondary metabolites
C01628	1060	Biosynthesis of plant secondary metabolites
C01629	73	"Cutin, suberine and wax biosynthesis"
C01630	2010	ABC transporters
C01659	643	Styrene degradation
C01659	1120	Microbial metabolism in diverse environments
C01661	1057	Biosynthesis of type II polyketide products
C01661	1110	Biosynthesis of secondary metabolites
C01667	470	D-Amino acid metabolism
C01667	1100	Metabolic pathways
C01667	2010	ABC transporters
C01667	2020	Two-component system
C01672	310	Lysine degradation
C01672	470	D-Amino acid metabolism
C01672	480	Glutathione metabolism
C01672	960	"Tropane, piperidine and pyridine alkaloid biosynthesis"
C01672	1060	Biosynthesis of plant secondary metabolites
C01672	1064	"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid"
C01672	1100	Metabolic pathways
C01672	1110	Biosynthesis of secondary metabolites
C01672	1120	Microbial metabolism in diverse environments
C01672	4974	Protein digestion and absorption
C01673	100	Steroid biosynthesis
C01673	1100	Metabolic pathways
C01673	4928	"Parathyroid hormone synthesis, secretion and action"
C01673	4961	Endocrine and other factor-regulated calcium reabsorption
C01673	4978	Mineral absorption
C01673	5152	Tuberculosis
C01674	520	Amino sugar and nucleotide sugar metabolism
C01674	1100	Metabolic pathways
C01674	2010	ABC transporters
C01674	2060	Phosphotransferase system (PTS)
C01678	430	Taurine and hypotaurine metabolism
C01678	1100	Metabolic pathways
C01682	330	Arginine and proline metabolism
C01682	1100	Metabolic pathways
C01682	2010	ABC transporters
C01684	2010	ABC transporters
C01693	350	Tyrosine metabolism
C01693	1100	Metabolic pathways
C01694	100	Steroid biosynthesis
C01694	1100	Metabolic pathways
C01694	1110	Biosynthesis of secondary metabolites
C01697	52	Galactose metabolism
C01697	1100	Metabolic pathways
C01697	2060	Phosphotransferase system (PTS)
C01699	904	Diterpenoid biosynthesis
C01699	1110	Biosynthesis of secondary metabolites
C01701	943	Isoflavonoid biosynthesis
C01701	1110	Biosynthesis of secondary metabolites
C01708	860	Porphyrin metabolism
C01708	1100	Metabolic pathways
C01708	1110	Biosynthesis of secondary metabolites
C01709	941	Flavonoid biosynthesis
C01714	944	Flavone and flavonol biosynthesis
C01715	4610	Complement and coagulation cascades
C01717	380	Tryptophan metabolism
C01717	1100	Metabolic pathways
C01720	51	Fructose and mannose metabolism
C01720	1100	Metabolic pathways
C01720	1120	Microbial metabolism in diverse environments
C01721	51	Fructose and mannose metabolism
C01721	1100	Metabolic pathways
C01721	1120	Microbial metabolism in diverse environments
C01724	100	Steroid biosynthesis
C01724	1100	Metabolic pathways
C01724	1110	Biosynthesis of secondary metabolites
C01725	500	Starch and sucrose metabolism
C01726	470	D-Amino acid metabolism
C01726	1100	Metabolic pathways
C01727	740	Riboflavin metabolism
C01732	630	Glyoxylate and dicarboxylate metabolism
C01732	660	C5-Branched dibasic acid metabolism
C01732	1100	Metabolic pathways
C01732	1120	Microbial metabolism in diverse environments
C01732	1200	Carbon metabolism
C01735	950	Isoquinoline alkaloid biosynthesis
C01735	1100	Metabolic pathways
C01735	1110	Biosynthesis of secondary metabolites
C01737	524	"Neomycin, kanamycin and gentamicin biosynthesis"
C01737	1110	Biosynthesis of secondary metabolites
C01739	261	Monobactam biosynthesis
C01739	1100	Metabolic pathways
C01739	1110	Biosynthesis of secondary metabolites
C01743	524	"Neomycin, kanamycin and gentamicin biosynthesis"
C01743	1110	Biosynthesis of secondary metabolites
C01744	946	Degradation of flavonoids
C01744	1100	Metabolic pathways
C01745	945	"Stilbenoid, diarylheptanoid and gingerol biosynthesis"
C01745	1110	Biosynthesis of secondary metabolites
C01746	960	"Tropane, piperidine and pyridine alkaloid biosynthesis"
C01746	4974	Protein digestion and absorption
C01747	600	Sphingolipid metabolism
C01748	405	Phenazine biosynthesis
C01748	1100	Metabolic pathways
C01748	1110	Biosynthesis of secondary metabolites
C01750	944	Flavone and flavonol biosynthesis
C01751	362	Benzoate degradation
C01751	1120	Microbial metabolism in diverse environments
C01752	999	Biosynthesis of various plant secondary metabolites
C01752	1061	Biosynthesis of phenylpropanoids
C01752	1110	Biosynthesis of secondary metabolites
C01753	100	Steroid biosynthesis
C01753	1060	Biosynthesis of plant secondary metabolites
C01753	1062	Biosynthesis of terpenoids and steroids
C01753	1100	Metabolic pathways
C01753	1110	Biosynthesis of secondary metabolites
C01759	524	"Neomycin, kanamycin and gentamicin biosynthesis"
C01759	1110	Biosynthesis of secondary metabolites
C01761	901	Indole alkaloid biosynthesis
C01761	1110	Biosynthesis of secondary metabolites
C01762	230	Purine metabolism
C01762	232	Caffeine metabolism
C01762	1065	Biosynthesis of alkaloids derived from histidine and purine
C01762	1100	Metabolic pathways
C01762	1110	Biosynthesis of secondary metabolites
C01762	1232	Nucleotide metabolism
C01762	2010	ABC transporters
C01765	902	Monoterpenoid biosynthesis
C01765	1110	Biosynthesis of secondary metabolites
C01767	902	Monoterpenoid biosynthesis
C01767	903	Limonene degradation
C01767	1120	Microbial metabolism in diverse environments
C01768	51	Fructose and mannose metabolism
C01768	1100	Metabolic pathways
C01769	650	Butanoate metabolism
C01769	1110	Biosynthesis of secondary metabolites
C01772	360	Phenylalanine metabolism
C01772	999	Biosynthesis of various plant secondary metabolites
C01772	1100	Metabolic pathways
C01772	1110	Biosynthesis of secondary metabolites
C01772	1120	Microbial metabolism in diverse environments
C01780	140	Steroid hormone biosynthesis
C01780	1100	Metabolic pathways
C01780	4925	Aldosterone synthesis and secretion
C01780	4960	Aldosterone-regulated sodium reabsorption
C01780	7225	Glucocorticoid and mineralocorticoid receptor agonists/antagonists
C01782	5208	Chemical carcinogenesis - reactive oxygen species
C01788	520	Amino sugar and nucleotide sugar metabolism
C01788	541	O-Antigen nucleotide sugar biosynthesis
C01788	1100	Metabolic pathways
C01788	1250	Biosynthesis of nucleotide sugars
C01789	100	Steroid biosynthesis
C01789	905	Brassinosteroid biosynthesis
C01789	1060	Biosynthesis of plant secondary metabolites
C01789	1062	Biosynthesis of terpenoids and steroids
C01789	1070	Biosynthesis of plant hormones
C01789	1100	Metabolic pathways
C01789	1110	Biosynthesis of secondary metabolites
C01794	120	Primary bile acid biosynthesis
C01794	1100	Metabolic pathways
C01795	950	Isoquinoline alkaloid biosynthesis
C01795	1063	Biosynthesis of alkaloids derived from shikimate pathway
C01795	1110	Biosynthesis of secondary metabolites
C01798	2060	Phosphotransferase system (PTS)
C01801	30	Pentose phosphate pathway
C01801	1100	Metabolic pathways
C01802	100	Steroid biosynthesis
C01802	1100	Metabolic pathways
C01804	908	Zeatin biosynthesis
C01804	1110	Biosynthesis of secondary metabolites
C01817	270	Cysteine and methionine metabolism
C01822	524	"Neomycin, kanamycin and gentamicin biosynthesis"
C01822	1110	Biosynthesis of secondary metabolites
C01823	524	"Neomycin, kanamycin and gentamicin biosynthesis"
C01823	1110	Biosynthesis of secondary metabolites
C01825	53	Ascorbate and aldarate metabolism
C01825	1100	Metabolic pathways
C01825	1110	Biosynthesis of secondary metabolites
C01825	1240	Biosynthesis of cofactors
C01829	350	Tyrosine metabolism
C01829	1100	Metabolic pathways
C01829	4080	Neuroactive ligand-receptor interaction
C01829	4918	Thyroid hormone synthesis
C01829	4919	Thyroid hormone signaling pathway
C01829	4976	Bile secretion
C01829	5320	Autoimmune thyroid disease
C01832	62	Fatty acid elongation
C01832	71	Fatty acid degradation
C01832	1100	Metabolic pathways
C01832	1212	Fatty acid metabolism
C01834	2010	ABC transporters
C01835	2010	ABC transporters
C01835	4973	Carbohydrate digestion and absorption
C01841	909	Sesquiterpenoid and triterpenoid biosynthesis
C01841	998	Biosynthesis of various antibiotics
C01841	1100	Metabolic pathways
C01841	1110	Biosynthesis of secondary metabolites
C01844	4976	Bile secretion
C01845	650	Butanoate metabolism
C01845	1100	Metabolic pathways
C01847	740	Riboflavin metabolism
C01847	1057	Biosynthesis of type II polyketide products
C01847	1100	Metabolic pathways
C01847	1240	Biosynthesis of cofactors
C01848	1051	Biosynthesis of ansamycins
C01848	1052	Type I polyketide structures
C01850	350	Tyrosine metabolism
C01850	1100	Metabolic pathways
C01851	960	"Tropane, piperidine and pyridine alkaloid biosynthesis"
C01851	1064	"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid"
C01851	1100	Metabolic pathways
C01851	1110	Biosynthesis of secondary metabolites
C01852	901	Indole alkaloid biosynthesis
C01852	902	Monoterpenoid biosynthesis
C01852	950	Isoquinoline alkaloid biosynthesis
C01852	1060	Biosynthesis of plant secondary metabolites
C01852	1062	Biosynthesis of terpenoids and steroids
C01852	1063	Biosynthesis of alkaloids derived from shikimate pathway
C01852	1066	Biosynthesis of alkaloids derived from terpenoid and polyketide
C01852	1100	Metabolic pathways
C01852	1110	Biosynthesis of secondary metabolites
C01860	909	Sesquiterpenoid and triterpenoid biosynthesis
C01861	920	Sulfur metabolism
C01861	1100	Metabolic pathways
C01861	1120	Microbial metabolism in diverse environments
C01864	999	Biosynthesis of various plant secondary metabolites
C01864	1110	Biosynthesis of secondary metabolites
C01879	480	Glutathione metabolism
C01879	1100	Metabolic pathways
C01880	930	Caprolactam degradation
C01880	1120	Microbial metabolism in diverse environments
C01880	1220	Degradation of aromatic compounds
C01885	561	Glycerolipid metabolism
C01885	1100	Metabolic pathways
C01885	4714	Thermogenesis
C01885	4923	Regulation of lipolysis in adipocytes
C01885	4975	Fat digestion and absorption
C01885	4977	Vitamin digestion and absorption
C01888	260	"Glycine, serine and threonine metabolism"
C01888	1100	Metabolic pathways
C01894	780	Biotin metabolism
C01895	1054	Nonribosomal peptide structures
